season,draft_id,pick_no,round,draft_slot,original_roster_id,current_roster_id,traded_pick,validation_note
2026,draft-harbor-demo,46,4,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,47,4,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,48,4,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,49,5,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,50,5,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,51,5,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,52,5,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,53,5,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,54,5,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,55,5,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,56,5,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,57,5,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,58,5,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,59,5,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,60,5,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,61,6,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,62,6,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,63,6,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,64,6,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,65,6,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,66,6,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,67,6,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,68,6,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,69,6,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,70,6,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,71,6,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,72,6,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,73,7,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,74,7,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,75,7,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,76,7,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,77,7,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,78,7,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,79,7,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,80,7,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,81,7,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,82,7,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,83,7,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,84,7,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,85,8,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,86,8,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,87,8,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,88,8,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,89,8,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,90,8,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,91,8,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,92,8,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,93,8,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,94,8,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,95,8,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,96,8,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,97,9,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,98,9,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,99,9,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,100,9,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,101,9,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,102,9,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,103,9,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,104,9,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,105,9,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,106,9,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,107,9,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,108,9,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,109,10,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,110,10,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,111,10,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,112,10,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,113,10,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,114,10,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,115,10,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,116,10,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,117,10,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,118,10,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,119,10,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,120,10,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,121,11,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,122,11,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,123,11,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,124,11,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,125,11,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,126,11,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,127,11,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,128,11,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,129,11,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,130,11,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,131,11,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,132,11,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,133,12,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,134,12,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,135,12,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,136,12,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,137,12,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,138,12,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,139,12,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,140,12,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,141,12,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,142,12,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,143,12,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,144,12,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,145,13,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,146,13,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,147,13,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,148,13,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,149,13,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,150,13,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,151,13,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,152,13,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,153,13,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,154,13,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,155,13,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,156,13,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,157,14,12,12,12,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,158,14,11,11,11,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,159,14,10,10,10,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,160,14,9,9,9,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,161,14,8,8,8,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,162,14,7,7,7,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,163,14,6,6,6,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,164,14,5,5,5,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,165,14,4,4,4,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,166,14,3,3,3,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,167,14,2,2,2,false,FAKE 12-team untraded snake — Harbor Cats demo
2026,draft-harbor-demo,168,14,1,1,1,false,FAKE 12-team untraded snake — Harbor Cats demo
